Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
Italy,ITA,1998,0.29891202,3.8894124,5.01061,0.8697162,0.5267551
Italy,ITA,1999,0.29909745,3.8719504,4.958834,0.86967117,0.52874696
Italy,ITA,2000,0.29919717,3.8549585,4.937606,0.8696116,0.5308313
Italy,ITA,2001,0.29925936,3.8325434,4.935817,0.8717733,0.53299326
Italy,ITA,2002,0.29935196,3.800738,4.935318,0.87702405,0.5354485
Italy,ITA,2003,0.2994335,3.7635844,4.936161,0.8832825,0.5380854
Italy,ITA,2004,0.29946178,3.72674,4.9386244,0.8884874,0.5404833
Italy,ITA,2005,0.29939094,3.6953394,4.9430103,0.8905951,0.5418976
Italy,ITA,2006,0.2989529,3.6535094,4.995475,0.89050627,0.541986
Italy,ITA,2007,0.29806665,3.5929165,5.1149726,0.8904948,0.5399921
Italy,ITA,2008,0.29696697,3.5297675,5.260413,0.8905577,0.53725165
Italy,ITA,2009,0.29588598,3.4801528,5.390523,0.89066154,0.53494817
Italy,ITA,2010,0.29505375,3.4594266,5.4642773,0.8907719,0.5341072
Italy,ITA,2011,0.29430306,3.463267,5.495784,0.8912098,0.53435415
Italy,ITA,2012,0.29341424,3.4741323,5.5252304,0.89209795,0.53432214
Italy,ITA,2013,0.29253542,3.488475,5.550146,0.8931089,0.53447694
Italy,ITA,2014,0.2918144,3.500165,5.5680614,0.8939111,0.5347384
Italy,ITA,2015,0.29140076,3.5063431,5.5766687,0.89417624,0.5356096
Italy,ITA,2016,0.29148558,3.504679,5.5657377,0.8940325,0.5410652
Italy,ITA,2017,0.2916705,3.5045447,5.552005,0.89384913,0.54644495
Italy,ITA,2018,0.29154074,3.523299,5.553463,0.8936658,0.54637676
Italy,ITA,2019,0.29120925,3.561658,5.5624604,0.89349115,0.54448926
Jamaica,JAM,1990,0.2753024,3.030775,3.9264543,0.94483757,0.18325143
Jamaica,JAM,1991,0.2752478,2.9951324,3.9211993,0.9448595,0.18470973
Jamaica,JAM,1992,0.27521068,2.9644191,3.916765,0.9448797,0.18587035
Jamaica,JAM,1993,0.27519011,2.9390726,3.913324,0.9449035,0.1868266
Jamaica,JAM,1994,0.27517876,2.9210982,3.9109418,0.9448972,0.18768147
Jamaica,JAM,1995,0.27517805,2.9148343,3.909816,0.94488055,0.18829422
Jamaica,JAM,1996,0.27520114,2.9154985,3.9102194,0.94487274,0.18890731
Jamaica,JAM,1997,0.27525142,2.92011,3.91184,0.94486034,0.18900457
Jamaica,JAM,1998,0.2753231,2.927138,3.9139974,0.94484514,0.18902314
Jamaica,JAM,1999,0.27540866,2.932797,3.9158044,0.9448127,0.18921313
Jamaica,JAM,2000,0.2755024,2.9356043,3.9165478,0.94477075,0.18928374
Jamaica,JAM,2001,0.275711,2.9371312,3.91631,0.94472826,0.18912078
Jamaica,JAM,2002,0.27607206,2.9417958,3.9158509,0.9446816,0.18917055
Jamaica,JAM,2003,0.2764761,2.9476,3.9156969,0.94462985,0.18974353
Jamaica,JAM,2004,0.2768158,2.9509726,3.9161413,0.9445687,0.18961962
Jamaica,JAM,2005,0.2769784,2.9477975,3.9178987,0.94450444,0.1897476
Jamaica,JAM,2006,0.2769402,2.9378543,3.9263778,0.94444615,0.18976234
Jamaica,JAM,2007,0.27679184,2.917801,3.9433444,0.9443955,0.19052461
Jamaica,JAM,2008,0.2765872,2.8965378,3.9643862,0.9443531,0.19129524
Jamaica,JAM,2009,0.2763891,2.879206,3.9846282,0.9443139,0.1915206
Jamaica,JAM,2010,0.27625555,2.871833,3.9990377,0.944264,0.1913909
Jamaica,JAM,2011,0.27612913,2.8801172,4.012322,0.9442054,0.19113456
Jamaica,JAM,2012,0.27594987,2.9006927,4.0295877,0.9441408,0.1914835
Jamaica,JAM,2013,0.275762,2.9242663,4.0468373,0.94406724,0.1911193
Jamaica,JAM,2014,0.2756116,2.944377,4.060494,0.94399023,0.19141391
Jamaica,JAM,2015,0.27553925,2.9564729,4.066767,0.9439137,0.19116345
Jamaica,JAM,2016,0.2758516,2.9578497,4.058737,0.9438409,0.19235134
Jamaica,JAM,2017,0.27621743,2.9594014,4.049464,0.9437715,0.19326413
Jamaica,JAM,2018,0.27624235,2.9948797,4.049934,0.94370544,0.19330949
Jamaica,JAM,2019,0.27614054,3.0646706,4.0547247,0.9436392,0.19291341
Japan,JPN,1990,0.30089095,2.061494,2.6676168,0.6484501,0.34748995
Japan,JPN,1991,0.3009541,2.0172496,2.6666603,0.6484309,0.35260078
Japan,JPN,1992,0.3009937,1.986464,2.6657138,0.648403,0.35751495
Japan,JPN,1993,0.30101162,1.9673092,2.6647658,0.6483738,0.3618716
Japan,JPN,1994,0.301009,1.9570603,2.6637406,0.64834297,0.36536688
Japan,JPN,1995,0.30099285,1.9534695,2.6625578,0.6483123,0.3682966
Japan,JPN,1996,0.30091402,1.9720366,2.6601274,0.6482834,0.3706602
Japan,JPN,1997,0.3007599,2.0184302,2.656062,0.648253,0.37288496
Japan,JPN,1998,0.30058008,2.077394,2.6515353,0.64822924,0.37500122
Japan,JPN,1999,0.30042526,2.133234,2.6476872,0.64820915,0.37671465
Japan,JPN,2000,0.30034733,2.1698203,2.6455986,0.6481938,0.3779294
Japan,JPN,2001,0.30033514,2.1922574,2.6451256,0.6500766,0.3790652
Japan,JPN,2002,0.3003465,2.214436,2.6449575,0.65457594,0.38009134
Japan,JPN,2003,0.3003813,2.2336884,2.6446106,0.6599348,0.3811295
Japan,JPN,2004,0.30043903,2.2473407,2.6435513,0.6643919,0.38182813
Japan,JPN,2005,0.30051926,2.2530596,2.6412113,0.6661894,0.3828627
Japan,JPN,2006,0.30099046,2.2433007,2.6232862,0.66382843,0.38349852
Japan,JPN,2007,0.3020035,2.2188954,2.5835469,0.65837187,0.38433996
Japan,JPN,2008,0.303236,2.1888876,2.5337436,0.6518986,0.38518617
Japan,JPN,2009,0.30436093,2.1618545,2.4856107,0.6464947,0.38602868
Japan,JPN,2010,0.30505535,2.1467483,2.450816,0.64424115,0.3866621
Japan,JPN,2011,0.30547157,2.1382244,2.4247406,0.644254,0.38723958
Japan,JPN,2012,0.30592433,2.126476,2.3970327,0.64426374,0.38745466
Japan,JPN,2013,0.3063437,2.1146352,2.37093,0.6442718,0.38750833
Japan,JPN,2014,0.3066522,2.1054614,2.3496258,0.6442806,0.3874382
Japan,JPN,2015,0.3067773,2.1013238,2.3362586,0.64428896,0.38718462
Japan,JPN,2016,0.30485958,2.100737,2.327684,0.6442932,0.38624644
Japan,JPN,2017,0.30294132,2.100587,2.3227928,0.6442936,0.38602966
Japan,JPN,2018,0.30205637,2.1013699,2.3224354,0.6442909,0.38700762
Japan,JPN,2019,0.30083296,2.1032803,2.3241255,0.6442883,0.38879964
Jordan,JOR,1990,0.25530136,4.5538964,4.790485,0.7832782,0.17440484
Jordan,JOR,1991,0.2550635,4.5533853,4.7933283,0.78328025,0.17207846
Jordan,JOR,1992,0.25482488,4.549896,4.796475,0.78333414,0.17048566
Jordan,JOR,1993,0.2545997,4.54642,4.799759,0.7834404,0.16893762
Jordan,JOR,1994,0.25440305,4.543251,4.8029184,0.783595,0.1680887
Jordan,JOR,1995,0.2542506,4.541747,4.8056493,0.7837943,0.16749536
Jordan,JOR,1996,0.2540762,4.5356364,4.807955,0.7840188,0.16723469
Jordan,JOR,1997,0.25384015,4.5256658,4.810075,0.7842621,0.16684917
Jordan,JOR,1998,0.25359038,4.5115576,4.8120947,0.7845089,0.1674412
Jordan,JOR,1999,0.2533752,4.498853,4.8140965,0.7847507,0.16720451
Jordan,JOR,2000,0.2532383,4.485645,4.816436,0.7849979,0.16776416
Jordan,JOR,2001,0.25317505,4.4758053,4.818702,0.7852126,0.16873959
Jordan,JOR,2002,0.25314274,4.4592996,4.8205557,0.78537595,0.16978729
Jordan,JOR,2003,0.2531352,4.4410095,4.822238,0.7854806,0.17151625
Jordan,JOR,2004,0.2531883,4.4155765,4.8193555,0.7852169,0.17301692
Jordan,JOR,2005,0.25328884,4.385157,4.8129263,0.78466195,0.17425442
Jordan,JOR,2006,0.25337642,4.34436,4.813886,0.78436065,0.17622727
Jordan,JOR,2007,0.25345546,4.287322,4.8237543,0.7843054,0.17849396
Jordan,JOR,2008,0.2535513,4.223769,4.8363237,0.7842131,0.18120041
Jordan,JOR,2009,0.25365937,4.168118,4.848539,0.78404987,0.18389945
Jordan,JOR,2010,0.25375903,4.138052,4.8592014,0.7839044,0.18591112
Jordan,JOR,2011,0.25392407,4.1253853,4.870866,0.7836603,0.18775168
Jordan,JOR,2012,0.2541955,4.1127057,4.884522,0.78320134,0.18929096
Jordan,JOR,2013,0.25448188,4.1028533,4.89989,0.7828157,0.19035688
Jordan,JOR,2014,0.25471684,4.097118,4.91381,0.78257686,0.19141528
Jordan,JOR,2015,0.2548596,4.089964,4.9204183,0.78236514,0.19279233
Jordan,JOR,2016,0.25473157,4.069419,4.914968,0.782183,0.19304036
Jordan,JOR,2017,0.25459287,4.0544815,4.9073405,0.78203326,0.19334869
Jordan,JOR,2018,0.2547381,4.0816226,4.9140077,0.7819301,0.19315206
Jordan,JOR,2019,0.2550567,4.15211,4.933855,0.7818655,0.19342121
Kazakhstan,KAZ,1990,0.27456152,3.4960554,2.120997,0.5075707,0.1328497
Kazakhstan,KAZ,1991,0.2744269,3.4854696,2.120301,0.5075512,0.13138692
Kazakhstan,KAZ,1992,0.2742344,3.4764466,2.1200743,0.5075494,0.13005346
Kazakhstan,KAZ,1993,0.27400488,3.4700375,2.1202223,0.5075547,0.12848592
Kazakhstan,KAZ,1994,0.27375114,3.469117,2.1208525,0.5075795,0.12697583
Kazakhstan,KAZ,1995,0.27349564,3.470008,2.1216688,0.5076085,0.12558651
Kazakhstan,KAZ,1996,0.27305257,3.4789097,2.1231449,0.5076363,0.12381553
Kazakhstan,KAZ,1997,0.27235758,3.4967968,2.125418,0.5076636,0.121800505
Kazakhstan,KAZ,1998,0.27161357,3.5192423,2.127798,0.507683,0.120015234
Kazakhstan,KAZ,1999,0.27101725,3.5390575,2.1298008,0.5077061,0.11885104
Kazakhstan,KAZ,2000,0.2707729,3.5482407,2.1305926,0.5077191,0.11835052
Kazakhstan,KAZ,2001,0.2710443,3.5468998,2.1297104,0.50772357,0.11904958
Kazakhstan,KAZ,2002,0.27173308,3.5423431,2.1275942,0.50772446,0.1210713
Kazakhstan,KAZ,2003,0.27264708,3.5351334,2.124949,0.50772214,0.123409964
Kazakhstan,KAZ,2004,0.27359086,3.5268164,2.122615,0.50773126,0.12648007
Kazakhstan,KAZ,2005,0.27437657,3.5180843,2.1210685,0.5077381,0.12943274
Kazakhstan,KAZ,2006,0.27513018,3.5054195,2.119873,0.5077377,0.1323342
Kazakhstan,KAZ,2007,0.27603385,3.4858682,2.1183715,0.5077302,0.13518329
Kazakhstan,KAZ,2008,0.27698144,3.4649088,2.1167684,0.5077138,0.13856472
Kazakhstan,KAZ,2009,0.2778637,3.4462671,2.1154418,0.5076986,0.14144936
Kazakhstan,KAZ,2010,0.27857465,3.4336832,2.114571,0.5076824,0.14436117
Kazakhstan,KAZ,2011,0.27923888,3.4315803,2.1142452,0.5076654,0.14736678
Kazakhstan,KAZ,2012,0.27999407,3.4372268,2.1141398,0.5076402,0.15028055
Kazakhstan,KAZ,2013,0.28074765,3.4468188,2.1141655,0.5076149,0.15324259
Kazakhstan,KAZ,2014,0.28140858,3.4562953,2.114135,0.5075899,0.15556279
Kazakhstan,KAZ,2015,0.281887,3.460202,2.1137054,0.50756085,0.15774341
Kazakhstan,KAZ,2016,0.2822653,3.4613476,2.1107426,0.50752777,0.15926217
Kazakhstan,KAZ,2017,0.28250208,3.4616778,2.1078627,0.5074906,0.16055767
Kazakhstan,KAZ,2018,0.2825339,3.454367,2.1097374,0.50745267,0.16161866
Kazakhstan,KAZ,2019,0.282443,3.4412057,2.1156304,0.50741726,0.16284963
Kenya,KEN,1990,0.21425979,4.99843,3.3692088,0.6019079,0.09889503
Kenya,KEN,1991,0.21410732,4.9886913,3.3679929,0.60194093,0.09858373
Kenya,KEN,1992,0.21398287,4.983737,3.3671312,0.6019744,0.098284416
Kenya,KEN,1993,0.2138886,4.983042,3.3666196,0.60200757,0.09796425
Kenya,KEN,1994,0.2138267,4.984862,3.3664858,0.60204065,0.097682126
Kenya,KEN,1995,0.21379963,4.988429,3.366753,0.60207397,0.097386114
Kenya,KEN,1996,0.21382314,5.010535,3.3675966,0.6021059,0.09707538
Kenya,KEN,1997,0.21389696,5.0559134,3.368907,0.6021356,0.09662347
Kenya,KEN,1998,0.21399793,5.1090527,3.3703632,0.6021616,0.09604827
Kenya,KEN,1999,0.21410277,5.152148,3.3716843,0.6021833,0.09559356
Kenya,KEN,2000,0.21418777,5.170002,3.3725743,0.60220045,0.09536325
Kenya,KEN,2001,0.21435432,5.1643586,3.3728275,0.6022137,0.0951096
Kenya,KEN,2002,0.21465482,5.148337,3.372514,0.6022216,0.09486044
Kenya,KEN,2003,0.21498984,5.1258726,3.3719285,0.60222435,0.094706416
Kenya,KEN,2004,0.21526104,5.099585,3.3714166,0.6022218,0.09466228
Kenya,KEN,2005,0.21537039,5.072726,3.3713121,0.60221463,0.09466197
Kenya,KEN,2006,0.21524473,5.039397,3.3723023,0.60220206,0.094745286
Kenya,KEN,2007,0.21495073,4.994389,3.3743942,0.60218304,0.09502743
Kenya,KEN,2008,0.21460025,4.9454618,3.3770027,0.6021585,0.09538682
Kenya,KEN,2009,0.21430752,4.8992567,3.379592,0.6021295,0.09579867
Kenya,KEN,2010,0.21418768,4.863647,3.3816245,0.60209733,0.09617639
Kenya,KEN,2011,0.21429607,4.832282,3.3849387,0.60206264,0.09686433
Kenya,KEN,2012,0.21455209,4.797361,3.390758,0.6020255,0.09787711
Kenya,KEN,2013,0.21486768,4.7637153,3.397589,0.6019865,0.09915215
Kenya,KEN,2014,0.21515583,4.7362394,3.4039814,0.60194623,0.10049914
Kenya,KEN,2015,0.21532895,4.7195163,3.408533,0.6019044,0.10184317
Kenya,KEN,2016,0.21522069,4.712241,3.4173293,0.60186136,0.10367717
Kenya,KEN,2017,0.21513757,4.7104974,3.424974,0.60181737,0.10533412
Kenya,KEN,2018,0.215624,4.714397,3.4239264,0.6017732,0.10624562
Kenya,KEN,2019,0.21664362,4.723163,3.41804,0.60172975,0.106974006
Kiribati,KIR,1990,0.26106986,3.1319215,3.9770613,0.25720376,0.0720527
Kiribati,KIR,1991,0.26110542,3.126189,3.9821064,0.2572144,0.071211845
Kiribati,KIR,1992,0.26105085,3.1210284,3.9866412,0.2572232,0.07057828
Kiribati,KIR,1993,0.26091835,3.1156557,3.9906607,0.25723007,0.069952555
Kiribati,KIR,1994,0.26072162,3.1088433,3.9941313,0.25723553,0.069220275
Kiribati,KIR,1995,0.26047418,3.1005359,3.997064,0.2572392,0.06907772
Kiribati,KIR,1996,0.25991657,3.0901432,4.0001287,0.25723746,0.06853814
Kiribati,KIR,1997,0.2589744,3.0738223,4.003621,0.2572329,0.068577245
Kiribati,KIR,1998,0.25794086,3.0559564,4.0068626,0.25722662,0.06826753
Kiribati,KIR,1999,0.2571053,3.0388937,4.009239,0.25721857,0.06813519
Kiribati,KIR,2000,0.25675574,3.0280862,4.010173,0.2572117,0.068071224
Kiribati,KIR,2001,0.25715083,3.0197463,4.0075293,0.25720957,0.06838191
Kiribati,KIR,2002,0.25810578,3.0136952,4.001474,0.25720978,0.06840642
Kiribati,KIR,2003,0.25925434,3.006682,3.9943376,0.2572105,0.068499
Kiribati,KIR,2004,0.26023063,3.001456,3.98848,0.2572084,0.0685048
Kiribati,KIR,2005,0.2606678,2.9962666,3.9862885,0.2572037,0.068489075
Kiribati,KIR,2006,0.26051617,2.9909568,3.9897263,0.25720713,0.068528526
Kiribati,KIR,2007,0.26007774,2.9827108,3.9979255,0.25721142,0.0680443
Kiribati,KIR,2008,0.25951624,2.9768367,4.0085573,0.25721446,0.06778764
Kiribati,KIR,2009,0.25899512,2.9708588,4.0193415,0.2572124,0.067562215
Kiribati,KIR,2010,0.2586765,2.9678113,4.02804,0.25720206,0.06772166
Kiribati,KIR,2011,0.25835505,2.9647393,4.037532,0.25719526,0.06743211
Kiribati,KIR,2012,0.25782058,2.9652166,4.0507345,0.25718614,0.06746226
Kiribati,KIR,2013,0.2572294,2.9636326,4.064849,0.25717598,0.0674838
Kiribati,KIR,2014,0.25673687,2.9647393,4.077128,0.25716472,0.06760787
Kiribati,KIR,2015,0.25649843,2.9641416,4.0848365,0.25715134,0.06777486
Kiribati,KIR,2016,0.2569816,2.963256,4.0793943,0.2571474,0.06827792
Kiribati,KIR,2017,0.25745997,2.9649444,4.072823,0.25714555,0.06896706
Kiribati,KIR,2018,0.25702423,2.9667037,4.0805135,0.25714654,0.0695525
Kiribati,KIR,2019,0.2558946,2.9703078,4.098131,0.2571488,0.06961527
Kuwait,KWT,1990,0.27660647,3.9119835,4.246119,0.80037344,0.2970439
Kuwait,KWT,1991,0.2765944,3.9101481,4.243773,0.8003966,0.29945126
Kuwait,KWT,1992,0.27665398,3.908388,4.240534,0.80031484,0.3015065
Kuwait,KWT,1993,0.27670005,3.9099865,4.241197,0.80050296,0.3043176
Kuwait,KWT,1994,0.27683264,3.9103453,4.237911,0.800263,0.30631676
Kuwait,KWT,1995,0.27698448,3.9109952,4.23221,0.7996982,0.30801037
Kuwait,KWT,1996,0.27731568,3.9110456,4.221999,0.7986773,0.3097327
Kuwait,KWT,1997,0.27779484,3.9186423,4.214999,0.797888,0.31238434
Kuwait,KWT,1998,0.27826622,3.9308891,4.2128954,0.7975614,0.31625164
Kuwait,KWT,1999,0.27869704,3.9408543,4.210197,0.7970714,0.31828454
Kuwait,KWT,2000,0.27889776,3.9495635,4.2097144,0.79679507,0.3197958
Kuwait,KWT,2001,0.27888042,3.9563725,4.21217,0.79675454,0.32135278
Kuwait,KWT,2002,0.27877837,3.9628263,4.217566,0.79684126,0.3225866
Kuwait,KWT,2003,0.27861595,3.9677453,4.2247205,0.79704905,0.32369635
Kuwait,KWT,2004,0.2784644,3.9712167,4.2328267,0.7972425,0.3258036
Kuwait,KWT,2005,0.2783094,3.975442,4.2427597,0.7976854,0.32750776
Kuwait,KWT,2006,0.2781284,3.9744797,4.255525,0.7984038,0.33033684
Kuwait,KWT,2007,0.27789813,3.9643316,4.272459,0.7993322,0.33490977
Kuwait,KWT,2008,0.27760872,3.9521818,4.2940364,0.80050963,0.33946335
Kuwait,KWT,2009,0.27736393,3.9413168,4.3162136,0.8015673,0.34343055
Kuwait,KWT,2010,0.2771289,3.9402213,4.3400083,0.80263054,0.34677678
Kuwait,KWT,2011,0.27688277,3.9482918,4.3723187,0.80371445,0.3477918
Kuwait,KWT,2012,0.27663207,3.959464,4.4144664,0.8047312,0.3493495
Kuwait,KWT,2013,0.27636144,3.9733782,4.4602203,0.8057513,0.3501487
Kuwait,KWT,2014,0.27614608,3.9838965,4.499783,0.8065925,0.35045528
Kuwait,KWT,2015,0.27593622,3.993085,4.5273895,0.8074011,0.35114056
Kuwait,KWT,2016,0.27554733,3.9967496,4.5364184,0.80818236,0.3501386
Kuwait,KWT,2017,0.2750877,4.00035,4.541724,0.80890703,0.34882754
Kuwait,KWT,2018,0.27453774,4.02401,4.564112,0.80962014,0.34730032
Kuwait,KWT,2019,0.27380788,4.0603004,4.599968,0.81019646,0.34584403
Kyrgyzstan,KGZ,1990,0.26598805,3.6515787,2.0560238,0.5159963,0.09963539
Kyrgyzstan,KGZ,1991,0.265773,3.6445446,2.0544863,0.51595294,0.09820387
Kyrgyzstan,KGZ,1992,0.26550618,3.6357741,2.0536098,0.5159312,0.096578985
Kyrgyzstan,KGZ,1993,0.26521435,3.630005,2.0532095,0.5159133,0.09496008
Kyrgyzstan,KGZ,1994,0.26491845,3.6234002,2.0531106,0.51590073,0.093330964
Kyrgyzstan,KGZ,1995,0.2646435,3.618022,2.0529788,0.5158787,0.0917487
Kyrgyzstan,KGZ,1996,0.2642314,3.611669,2.0534105,0.5158486,0.0895371
Kyrgyzstan,KGZ,1997,0.26360434,3.6030471,2.0549552,0.5158339,0.08711174
Kyrgyzstan,KGZ,1998,0.26291922,3.5954926,2.056865,0.5158156,0.08448375
Kyrgyzstan,KGZ,1999,0.2623275,3.5870857,2.0583305,0.51579416,0.08227898
Kyrgyzstan,KGZ,2000,0.26198095,3.5799265,2.0586774,0.51576984,0.08172697
Kyrgyzstan,KGZ,2001,0.26178354,3.5722513,2.0583668,0.5157497,0.08150791
Kyrgyzstan,KGZ,2002,0.26155674,3.5594757,2.0582805,0.5157523,0.08161907
Kyrgyzstan,KGZ,2003,0.26133794,3.5464828,2.058186,0.51576185,0.0816862
Kyrgyzstan,KGZ,2004,0.26116392,3.5321438,2.0579307,0.5157702,0.081885755
Kyrgyzstan,KGZ,2005,0.2610692,3.5175982,2.0574107,0.5157723,0.08183867
Kyrgyzstan,KGZ,2006,0.26103672,3.4994943,2.056548,0.5157767,0.082108
Kyrgyzstan,KGZ,2007,0.26102436,3.4762325,2.055459,0.51579577,0.08288215
Kyrgyzstan,KGZ,2008,0.26103354,3.4530137,2.0542648,0.5158158,0.08373735
Kyrgyzstan,KGZ,2009,0.26106626,3.4326015,2.0532603,0.5158267,0.08464212
Kyrgyzstan,KGZ,2010,0.2611205,3.4210966,2.0527778,0.51582813,0.085693285
Kyrgyzstan,KGZ,2011,0.26125875,3.4173188,2.0534813,0.5158261,0.086764246
Kyrgyzstan,KGZ,2012,0.26150277,3.4142256,2.055371,0.51582843,0.08787638
Kyrgyzstan,KGZ,2013,0.2617916,3.4118388,2.057651,0.5158312,0.08884707
Kyrgyzstan,KGZ,2014,0.2620658,3.408539,2.0595846,0.5158285,0.08987303
Kyrgyzstan,KGZ,2015,0.26226377,3.4073129,2.0603633,0.5158184,0.090874285
Kyrgyzstan,KGZ,2016,0.26255694,3.398904,2.0580704,0.5158032,0.09142109
Kyrgyzstan,KGZ,2017,0.2627693,3.3905978,2.0557578,0.51579076,0.092067234
Kyrgyzstan,KGZ,2018,0.26257515,3.3860934,2.0567787,0.5157792,0.092586555
Kyrgyzstan,KGZ,2019,0.2620818,3.3816984,2.0599196,0.51576376,0.09326466
Laos,LAO,1990,0.26190603,2.9461122,4.2296667,0.32493782,0.066468194
Laos,LAO,1991,0.26231116,2.9500284,4.2400255,0.32493392,0.066760704
Laos,LAO,1992,0.26274595,2.951715,4.2486377,0.32492644,0.0669257
Laos,LAO,1993,0.2631846,2.9495845,4.2553096,0.32491723,0.06728604
Laos,LAO,1994,0.26360494,2.9489322,4.2596493,0.32490754,0.06763466
Laos,LAO,1995,0.26398665,2.9466176,4.261123,0.32489848,0.06854851
Laos,LAO,1996,0.2644463,2.9302456,4.2598357,0.32488495,0.068955876
Laos,LAO,1997,0.26502863,2.897817,4.2571845,0.3248708,0.06934387
Laos,LAO,1998,0.26564145,2.8556662,4.253958,0.3248559,0.07004235
Laos,LAO,1999,0.26619098,2.8198118,4.2510314,0.32484078,0.07077098
Laos,LAO,2000,0.2665831,2.7992988,4.24931,0.32482547,0.07148706
Laos,LAO,2001,0.26692328,2.7922862,4.2492414,0.32481608,0.07193161
Laos,LAO,2002,0.26733688,2.7915688,4.2507524,0.32480997,0.072949894
Laos,LAO,2003,0.26777428,2.7895727,4.2535033,0.3248043,0.07360506
Laos,LAO,2004,0.2681859,2.78849,4.2571197,0.32479343,0.074522845
Laos,LAO,2005,0.26852348,2.7833672,4.261116,0.32476893,0.07558347
Laos,LAO,2006,0.2688514,2.7685206,4.2731514,0.32476747,0.07653977
Laos,LAO,2007,0.269248,2.7448363,4.2977996,0.32476985,0.077728026
Laos,LAO,2008,0.26970094,2.7210605,4.328683,0.32477188,0.07884652
Laos,LAO,2009,0.27019885,2.7013054,4.35933,0.32476544,0.08009443
Laos,LAO,2010,0.27072954,2.6927238,4.3833666,0.32473943,0.08159587
Laos,LAO,2011,0.27172887,2.6996043,4.405376,0.324743,0.083010525
Laos,LAO,2012,0.27335882,2.7131844,4.4322624,0.3247488,0.085019894
Laos,LAO,2013,0.27519843,2.7317152,4.4599776,0.3247541,0.08690461
Laos,LAO,2014,0.27682528,2.7477784,4.4845195,0.32475394,0.08938076
Laos,LAO,2015,0.27781636,2.7558112,4.5019193,0.32474154,0.091369405
Laos,LAO,2016,0.27774835,2.7503045,4.513994,0.32474506,0.09345152
Laos,LAO,2017,0.27751997,2.7455468,4.5229564,0.32474825,0.09534666
Laos,LAO,2018,0.2784066,2.744515,4.5403633,0.3247498,0.0972688
Laos,LAO,2019,0.28031668,2.7468913,4.5706754,0.32474777,0.09885296
Latvia,LVA,1990,0.28009033,4.365633,3.7604616,0.52108335,0.14253679
Latvia,LVA,1991,0.27890423,4.348922,3.7611492,0.52106315,0.13879617
Latvia,LVA,1992,0.27788532,4.332336,3.7618396,0.52105516,0.13571587
Latvia,LVA,1993,0.27708068,4.3151555,3.7626197,0.5210576,0.13310908
Latvia,LVA,1994,0.27653146,4.2975497,3.763829,0.52108806,0.13078415
Latvia,LVA,1995,0.27628726,4.284734,3.7648618,0.5211202,0.12952754
Latvia,LVA,1996,0.27634907,4.262384,3.7647672,0.52112114,0.12835053
Latvia,LVA,1997,0.27661198,4.23186,3.7637591,0.5210994,0.12703234
Latvia,LVA,1998,0.27697513,4.199876,3.7623591,0.52106816,0.1265273
Latvia,LVA,1999,0.27733567,4.167457,3.7609646,0.5210429,0.12535293
Latvia,LVA,2000,0.2775954,4.1439238,3.7597382,0.5210164,0.12525555
Latvia,LVA,2001,0.277864,4.118553,3.7580557,0.5209872,0.12598076
Latvia,LVA,2002,0.27827093,4.0803337,3.7557306,0.52095944,0.12852554
Latvia,LVA,2003,0.27875435,4.0363355,3.7531068,0.52091986,0.13171314
Latvia,LVA,2004,0.2792453,3.9937322,3.751018,0.5208801,0.13486812
Latvia,LVA,2005,0.279676,3.958981,3.7504952,0.5208483,0.13753831
Latvia,LVA,2006,0.28017974,3.9224555,3.75344,0.5208261,0.14021789
Latvia,LVA,2007,0.28085634,3.8739426,3.7599537,0.52080643,0.14279383
Latvia,LVA,2008,0.2815899,3.8246107,3.7674346,0.52077734,0.14568886
Latvia,LVA,2009,0.28226176,3.7829046,3.773678,0.520741,0.14849839
Latvia,LVA,2010,0.28275493,3.7593977,3.7766035,0.52068955,0.1505163
Latvia,LVA,2011,0.28316277,3.748776,3.7771666,0.5206279,0.15246893
Latvia,LVA,2012,0.28362972,3.7395191,3.7776363,0.520561,0.15397505
Latvia,LVA,2013,0.28410932,3.7318187,3.7775548,0.5204907,0.15596409
Latvia,LVA,2014,0.28455362,3.725428,3.7768476,0.52042586,0.15765508
Latvia,LVA,2015,0.28491953,3.7204535,3.7754884,0.52036035,0.15891068
Latvia,LVA,2016,0.2854343,3.7217278,3.7666385,0.52029896,0.1608688
Latvia,LVA,2017,0.28587127,3.7242355,3.7563806,0.520236,0.16283536
Latvia,LVA,2018,0.28600585,3.7331266,3.7515545,0.5201707,0.16410944
Latvia,LVA,2019,0.28601405,3.7478287,3.748034,0.5201065,0.1660531
Lebanon,LBN,1990,0.25360015,4.4396577,6.009576,0.9414789,0.1967569
Lebanon,LBN,1991,0.25343403,4.4983063,6.010486,0.9414077,0.1945876
Lebanon,LBN,1992,0.25332764,4.559347,6.0095525,0.94131976,0.19300227
Lebanon,LBN,1993,0.2532668,4.616782,6.0078363,0.94124985,0.19227959
Lebanon,LBN,1994,0.25324476,4.6695166,6.005549,0.9411832,0.19152851
