Entity,Code,Year,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders
Low income (WB),,2006,823.2366,137.29848,116.68053,16.804844,340.23715
Low income (WB),,2007,820.8915,137.21306,116.88737,16.912449,340.57108
Low income (WB),,2008,818.1647,137.2755,117.09782,17.041136,341.06775
Low income (WB),,2009,815.71216,137.18982,117.32065,17.147638,341.6083
Low income (WB),,2010,814.21075,137.23265,117.5067,17.305016,342.15167
Low income (WB),,2011,812.6967,137.1994,117.653755,17.477806,343.12808
Low income (WB),,2012,810.6243,137.27065,117.81302,17.702103,344.6
Low income (WB),,2013,808.4243,137.39697,117.98161,17.973286,346.24057
Low income (WB),,2014,806.8024,137.5413,118.13748,18.210533,347.75372
Low income (WB),,2015,806.5569,137.55183,118.26327,18.426231,348.84174
Low income (WB),,2016,807.26544,137.61049,118.38482,18.690191,349.8727
Low income (WB),,2017,808.2153,137.74762,118.53773,18.91028,350.75757
Low income (WB),,2018,809.84973,137.8641,118.72522,19.078257,350.8137
Low income (WB),,2019,812.2353,137.98193,118.9031,19.201748,350.46918
Lower middle income (WB),,1990,649.94794,172.77802,88.38228,19.879679,307.597
Lower middle income (WB),,1991,663.50275,172.89503,88.419014,19.928831,307.08575
Lower middle income (WB),,1992,675.1642,173.00511,88.46941,19.990517,306.42337
Lower middle income (WB),,1993,684.3521,173.03482,88.47566,20.054998,305.66287
Lower middle income (WB),,1994,690.33826,173.08926,88.50445,20.11155,304.85132
Lower middle income (WB),,1995,692.4291,173.10034,88.54482,20.175257,304.0513
Lower middle income (WB),,1996,691.4891,173.04842,88.582245,20.236124,302.1973
Lower middle income (WB),,1997,689.4646,172.995,88.62595,20.313496,298.9679
Lower middle income (WB),,1998,687.19916,172.89438,88.667984,20.399126,295.4342
Lower middle income (WB),,1999,685.2492,172.8656,88.69539,20.509357,292.61337
Lower middle income (WB),,2000,684.36115,172.7597,88.740364,20.633512,291.58682
Lower middle income (WB),,2001,685.4495,172.82759,88.780464,20.792599,291.99478
Lower middle income (WB),,2002,688.13745,172.973,88.796616,20.9855,292.7649
Lower middle income (WB),,2003,691.3135,173.10556,88.8667,21.207005,293.73987
Lower middle income (WB),,2004,693.75446,173.19513,88.95172,21.451666,294.82034
Lower middle income (WB),,2005,694.14044,173.28978,89.0222,21.712221,295.86105
Lower middle income (WB),,2006,685.027,173.33163,89.09277,21.992182,297.9821
Lower middle income (WB),,2007,664.69403,173.37276,89.17235,22.348013,301.7878
Lower middle income (WB),,2008,640.43756,173.47345,89.2374,22.730381,306.19012
Lower middle income (WB),,2009,619.6682,173.53741,89.307655,23.118465,310.12192
Lower middle income (WB),,2010,609.60974,173.61603,89.347115,23.488188,312.41824
Lower middle income (WB),,2011,607.6762,173.88466,89.36231,23.851513,313.52222
Lower middle income (WB),,2012,606.4602,174.44023,89.35526,24.24356,314.6927
Lower middle income (WB),,2013,605.74426,175.14258,89.382484,24.64604,315.78375
Lower middle income (WB),,2014,605.4766,175.76027,89.40347,25.071608,316.7291
Lower middle income (WB),,2015,605.44525,176.08167,89.42992,25.494104,317.4564
Lower middle income (WB),,2016,605.40936,176.21411,89.48923,26.020292,318.08618
Lower middle income (WB),,2017,605.4207,176.26958,89.573135,26.496937,318.46637
Lower middle income (WB),,2018,605.6178,176.04764,89.62714,26.812197,317.79523
Lower middle income (WB),,2019,605.9419,175.65665,89.70144,27.089489,315.94724
Luxembourg,LUX,1990,671.7314,177.46751,192.8273,94.97904,509.05777
Luxembourg,LUX,1991,668.0198,177.31474,192.66116,96.14624,508.65848
Luxembourg,LUX,1992,664.50543,177.03981,192.51715,97.33168,508.9579
Luxembourg,LUX,1993,660.221,176.96698,192.4294,98.84458,509.82108
Luxembourg,LUX,1994,656.0887,176.92204,192.31267,100.20739,509.87158
Luxembourg,LUX,1995,652.3267,176.95732,192.53934,101.43891,510.1263
Luxembourg,LUX,1996,648.0007,177.18733,192.31946,102.63917,510.43723
Luxembourg,LUX,1997,642.89154,177.1515,192.54137,103.82659,511.13983
Luxembourg,LUX,1998,636.80634,177.14728,192.5944,104.90842,512.1152
Luxembourg,LUX,1999,630.6347,177.63857,192.64012,106.120514,512.70844
Luxembourg,LUX,2000,624.44745,177.69463,192.5941,107.12357,513.0623
Luxembourg,LUX,2001,617.2458,177.5534,192.5959,108.517525,513.3063
Luxembourg,LUX,2002,609.00525,177.47514,192.57567,109.86343,513.1241
Luxembourg,LUX,2003,599.9047,177.6654,192.65604,111.28146,512.5851
Luxembourg,LUX,2004,591.87695,177.82564,192.72105,112.365585,512.33026
Luxembourg,LUX,2005,584.7678,177.75952,192.75377,113.331985,511.99915
Luxembourg,LUX,2006,577.6184,178.05136,192.72218,114.155785,511.80432
Luxembourg,LUX,2007,568.2623,178.37099,192.63193,114.91268,510.66852
Luxembourg,LUX,2008,559.22906,178.41971,192.6241,115.71086,509.96085
Luxembourg,LUX,2009,551.6027,178.81177,192.76143,116.53606,508.71835
Luxembourg,LUX,2010,547.4519,178.84344,192.76944,117.11999,508.58984
Luxembourg,LUX,2011,545.6536,178.85739,192.77126,117.68963,508.19763
Luxembourg,LUX,2012,544.0209,179.01277,192.67085,118.33751,508.46277
Luxembourg,LUX,2013,542.6026,178.77122,192.7489,118.81994,508.37033
Luxembourg,LUX,2014,541.595,178.6376,192.59741,119.38615,508.6106
Luxembourg,LUX,2015,541.4414,178.6894,192.65369,119.89568,508.48474
Luxembourg,LUX,2016,540.66095,178.81854,192.58252,120.67935,506.32117
Luxembourg,LUX,2017,540.8424,179.19167,192.68005,121.35592,504.09726
Luxembourg,LUX,2018,540.9187,179.33585,192.41733,121.71468,504.40393
Luxembourg,LUX,2019,542.15045,179.35359,192.58974,122.127884,505.00296
Madagascar,MDG,1990,846.31195,135.44867,128.01624,18.865965,362.51608
Madagascar,MDG,1991,844.1832,135.2236,127.94729,18.721882,362.58386
Madagascar,MDG,1992,842.31256,135.19196,127.833855,18.53844,362.47104
Madagascar,MDG,1993,840.719,135.02943,127.89707,18.503586,362.33484
Madagascar,MDG,1994,839.22125,134.81798,127.98196,18.335882,362.66754
Madagascar,MDG,1995,838.2562,134.92476,127.90671,18.195251,363.04007
Madagascar,MDG,1996,837.12415,134.74507,128.04176,18.157793,362.90695
Madagascar,MDG,1997,835.79504,134.67818,128.08926,18.049494,363.4248
Madagascar,MDG,1998,833.89435,134.9392,128.06395,17.991133,363.6799
Madagascar,MDG,1999,832.22205,134.82655,127.97797,17.888468,364.25925
Madagascar,MDG,2000,831.001,135.0384,128.11557,17.894257,364.4334
Madagascar,MDG,2001,830.04205,135.06522,128.25891,17.879164,364.86426
Madagascar,MDG,2002,828.322,135.52205,128.28424,17.826332,365.20496
Madagascar,MDG,2003,825.9554,135.59975,128.01509,17.84198,365.87756
Madagascar,MDG,2004,824.59216,135.93521,128.26976,17.817392,366.19617
Madagascar,MDG,2005,823.4932,136.11841,128.2216,17.803701,366.5276
Madagascar,MDG,2006,822.6907,135.89075,128.3265,17.767738,366.9154
Madagascar,MDG,2007,821.99274,135.7241,128.53896,17.714594,367.10428
Madagascar,MDG,2008,822.08246,135.71439,128.47928,17.686863,367.7811
Madagascar,MDG,2009,821.11383,135.64626,128.61424,17.6273,368.48886
Madagascar,MDG,2010,820.9711,135.75984,128.74338,17.644514,369.1415
Madagascar,MDG,2011,820.289,135.77115,128.86734,17.666298,369.99408
Madagascar,MDG,2012,820.3913,135.73083,128.89395,17.873697,371.4345
Madagascar,MDG,2013,819.4384,135.87338,129.0337,17.95948,372.998
Madagascar,MDG,2014,819.3966,135.83432,128.88159,17.995104,374.5916
Madagascar,MDG,2015,819.44507,135.83295,128.89594,18.152573,376.07822
Madagascar,MDG,2016,819.03796,135.60179,128.87563,18.31835,378.05298
Madagascar,MDG,2017,819.6199,135.84457,128.90501,18.37815,379.8002
Madagascar,MDG,2018,820.84625,136.0557,128.97675,18.509155,379.62167
Madagascar,MDG,2019,823.2693,136.23373,129.03984,18.570667,378.5086
Malawi,MWI,1990,717.5922,126.345634,123.34077,15.925464,348.98715
Malawi,MWI,1991,718.1831,126.31784,123.08746,15.751371,348.96677
Malawi,MWI,1992,718.7498,126.03161,123.08951,15.624851,348.8638
Malawi,MWI,1993,719.4715,126.02783,123.05931,15.564036,349.13016
Malawi,MWI,1994,719.90643,125.78985,122.82841,15.559984,349.15982
Malawi,MWI,1995,719.95807,125.54282,122.77042,15.546026,349.4809
Malawi,MWI,1996,718.40454,125.58198,122.65858,15.512141,349.41675
Malawi,MWI,1997,715.606,125.5202,122.82298,15.553034,349.55716
Malawi,MWI,1998,711.99255,125.28162,122.83968,15.630747,349.74106
Malawi,MWI,1999,708.7549,125.209625,122.722626,15.662116,349.93512
Malawi,MWI,2000,706.43964,125.33649,122.764046,15.674622,350.1773
Malawi,MWI,2001,704.79504,125.47398,122.82264,15.70199,350.2996
Malawi,MWI,2002,703.5688,125.83931,122.92961,15.659838,350.58945
Malawi,MWI,2003,701.5585,126.25348,122.89682,15.662339,351.37393
Malawi,MWI,2004,699.55597,126.91006,123.07256,15.691626,351.682
Malawi,MWI,2005,697.36975,127.12762,123.29693,15.694204,352.3633
Malawi,MWI,2006,693.0543,127.28207,123.43602,15.727616,352.9133
Malawi,MWI,2007,686.7116,127.436195,123.481064,15.822874,353.62408
Malawi,MWI,2008,679.7385,127.43916,123.83295,15.996892,354.82864
Malawi,MWI,2009,674.21545,127.91975,123.94828,16.076447,355.5878
Malawi,MWI,2010,671.88293,127.80696,124.04694,16.153812,356.49905
Malawi,MWI,2011,672.3587,127.80307,124.178055,16.27323,357.46252
Malawi,MWI,2012,675.23395,127.87078,124.09233,16.510298,358.96518
Malawi,MWI,2013,678.8916,127.83248,124.03097,16.64903,360.89874
Malawi,MWI,2014,681.92017,127.965164,124.10293,16.765406,362.32138
Malawi,MWI,2015,683.475,127.862366,124.191124,16.89065,363.6821
Malawi,MWI,2016,684.2004,127.925224,124.15942,16.936497,365.38385
Malawi,MWI,2017,684.2894,127.95359,124.1321,16.989899,366.2679
Malawi,MWI,2018,684.4871,128.32259,124.082214,17.056423,366.5748
Malawi,MWI,2019,684.9063,128.55537,124.23833,17.069988,366.02643
Malaysia,MYS,1990,527.006,192.5686,73.308784,23.701406,422.38068
Malaysia,MYS,1991,527.0095,193.08551,73.23381,24.003975,422.89288
Malaysia,MYS,1992,526.3468,193.75183,73.24124,24.406479,423.08075
Malaysia,MYS,1993,524.9901,194.35323,73.23331,24.707415,423.7202
Malaysia,MYS,1994,523.54156,194.88719,73.2351,24.968697,423.93686
Malaysia,MYS,1995,521.9029,195.56114,73.250854,25.2147,424.35907
Malaysia,MYS,1996,516.4596,195.43199,73.189415,25.631254,425.6798
Malaysia,MYS,1997,507.0101,196.05487,73.23861,25.922628,428.2543
Malaysia,MYS,1998,495.36545,196.33131,73.22338,26.243303,431.41064
Malaysia,MYS,1999,486.0602,196.77455,73.1515,26.50599,433.5207
Malaysia,MYS,2000,481.95447,196.87576,73.30179,26.764885,434.69647
Malaysia,MYS,2001,490.78516,197.2283,73.24716,27.00034,435.0167
Malaysia,MYS,2002,511.56845,198.01001,73.28971,27.254074,435.2577
Malaysia,MYS,2003,537.5095,198.58893,73.22497,27.403568,435.55176
Malaysia,MYS,2004,558.4545,199.00821,73.30201,27.664347,435.87216
Malaysia,MYS,2005,567.29865,199.28293,73.397415,27.887016,436.07306
Malaysia,MYS,2006,566.6438,199.2504,73.42547,28.030642,436.61636
Malaysia,MYS,2007,565.0778,199.57861,73.30463,28.29573,437.5807
Malaysia,MYS,2008,563.5591,199.28622,73.42911,28.56268,438.74738
Malaysia,MYS,2009,561.8501,198.92128,73.35537,28.829964,439.7803
Malaysia,MYS,2010,561.2216,199.18286,73.479485,29.092915,440.6073
Malaysia,MYS,2011,565.96356,199.6379,73.43576,29.370394,441.24664
Malaysia,MYS,2012,576.31665,200.4769,73.30866,29.750225,440.6981
Malaysia,MYS,2013,588.63367,201.17517,73.34201,30.018124,440.00906
Malaysia,MYS,2014,599.6194,202.33073,73.30272,30.351162,439.11996
Malaysia,MYS,2015,604.9783,202.77283,73.279305,30.706932,438.973
Malaysia,MYS,2016,605.564,202.60924,73.20067,31.162052,440.01855
Malaysia,MYS,2017,605.29755,202.66121,73.25963,31.631968,440.98828
Malaysia,MYS,2018,607.4488,203.09912,73.25636,31.925299,440.63318
Malaysia,MYS,2019,611.6648,204.7591,73.32001,32.365715,439.80783
Maldives,MDV,1990,586.99744,189.30095,73.40397,19.614346,343.15
Maldives,MDV,1991,587.389,189.61156,73.48297,19.781612,343.79858
Maldives,MDV,1992,586.2326,190.19165,73.587204,19.996454,344.73828
Maldives,MDV,1993,584.96326,190.4741,73.515526,20.185768,345.72406
Maldives,MDV,1994,583.2874,190.74771,73.564125,20.327745,346.41425
Maldives,MDV,1995,581.3806,191.10754,73.563866,20.551874,346.5363
Maldives,MDV,1996,577.9153,191.53857,73.48063,20.774897,347.287
Maldives,MDV,1997,571.6435,191.83554,73.524124,21.048977,347.34857
Maldives,MDV,1998,564.4725,191.88164,73.4724,21.24109,347.48114
Maldives,MDV,1999,557.1861,192.26976,73.35129,21.574875,347.87622
Maldives,MDV,2000,550.3213,192.41469,73.41111,21.828712,348.40482
Maldives,MDV,2001,544.49646,192.74466,73.30574,22.179794,348.62222
Maldives,MDV,2002,538.3639,193.06221,73.50081,22.450916,349.19467
Maldives,MDV,2003,531.9622,193.76602,73.669464,22.805243,349.4079
Maldives,MDV,2004,525.17804,194.31389,73.73306,23.16209,349.73697
Maldives,MDV,2005,518.858,194.7045,73.80891,23.41945,349.78134
Maldives,MDV,2006,512.1411,195.09027,73.903854,23.69326,350.00894
Maldives,MDV,2007,504.39435,195.6004,73.85365,24.026087,350.00363
Maldives,MDV,2008,497.02292,195.9827,73.91455,24.279179,350.14423
Maldives,MDV,2009,490.27618,196.78477,73.89291,24.474592,349.55167
Maldives,MDV,2010,484.72617,197.31659,73.843285,24.650156,348.91885
Maldives,MDV,2011,480.00186,197.86934,73.81018,24.843681,348.25333
Maldives,MDV,2012,475.62186,199.05754,73.666176,24.929607,348.09042
Maldives,MDV,2013,471.72464,200.09541,73.82712,25.076313,347.5831
Maldives,MDV,2014,468.09503,201.50624,73.72663,25.204895,347.60242
Maldives,MDV,2015,465.5406,202.20978,73.70193,25.350956,346.7434
Maldives,MDV,2016,463.75836,201.74739,73.73207,25.69469,345.97137
Maldives,MDV,2017,462.0042,201.46678,73.72257,25.921526,345.22156
Maldives,MDV,2018,460.56586,202.20258,73.69054,26.106346,344.41058
Maldives,MDV,2019,459.45132,203.80487,73.70553,26.274586,344.0901
Mali,MLI,1990,592.8745,131.4055,116.29343,16.784714,250.79485
Mali,MLI,1991,592.2565,131.85149,116.225136,16.922405,250.28624
Mali,MLI,1992,591.2691,132.52748,116.17545,16.971472,250.436
Mali,MLI,1993,590.80194,132.77405,116.122154,17.067228,249.98216
Mali,MLI,1994,589.5354,132.80392,116.115166,17.088709,250.15076
Mali,MLI,1995,587.9593,133.09137,116.26167,17.125391,249.98488
Mali,MLI,1996,585.9188,133.18756,116.15294,17.207405,250.16104
Mali,MLI,1997,582.5219,133.26175,116.268166,17.25596,250.11581
Mali,MLI,1998,578.5518,133.22237,116.16111,17.25114,250.5337
Mali,MLI,1999,574.7758,133.32846,116.26113,17.302938,250.47932
Mali,MLI,2000,571.9374,132.99065,116.311905,17.359135,250.6956
Mali,MLI,2001,569.4286,133.0611,116.190796,17.4364,251.11551
Mali,MLI,2002,566.96027,133.17477,116.14304,17.686325,251.11317
Mali,MLI,2003,564.85095,133.58696,116.25863,17.931402,251.44194
Mali,MLI,2004,563.13434,133.78317,116.3805,18.101854,251.8801
Mali,MLI,2005,561.6784,133.8422,116.36356,18.25795,251.84854
Mali,MLI,2006,560.93085,133.98062,116.34823,18.334457,251.88782
Mali,MLI,2007,560.02216,134.09312,116.58937,18.50031,251.90155
Mali,MLI,2008,559.2962,134.0445,116.8154,18.639694,252.15625
Mali,MLI,2009,558.95154,134.08803,116.9532,18.777428,252.34872
Mali,MLI,2010,558.7813,134.39412,117.02783,18.894964,252.76471
Mali,MLI,2011,560.5623,134.36496,116.85021,19.017193,253.51657
Mali,MLI,2012,564.0749,134.44412,117.12301,19.104187,254.65002
Mali,MLI,2013,568.1814,134.68935,117.114,19.169949,256.18036
Mali,MLI,2014,571.6259,134.91422,117.17977,19.285606,257.4652
Mali,MLI,2015,573.69366,134.84818,117.29607,19.362616,258.62442
Mali,MLI,2016,574.52795,135.32787,117.17574,19.596533,259.96826
Mali,MLI,2017,574.95184,135.61884,117.18895,19.77738,261.15067
Mali,MLI,2018,577.6452,135.7928,117.266464,19.835192,261.3548
Mali,MLI,2019,583.2502,135.94405,117.23054,19.916794,261.37875
Malta,MLT,1990,537.1563,175.25478,197.75752,66.086624,596.34717
Malta,MLT,1991,531.5991,175.18369,197.72763,66.859856,597.3537
Malta,MLT,1992,527.1658,175.09424,197.50584,67.67937,598.0344
Malta,MLT,1993,523.70337,175.22154,197.61435,68.3528,598.5457
Malta,MLT,1994,520.4664,175.12256,197.36485,69.28277,598.69244
Malta,MLT,1995,518.52386,175.57098,197.36974,70.06721,598.7398
Malta,MLT,1996,517.41705,175.34317,197.49896,70.97111,598.5553
Malta,MLT,1997,516.8009,175.5237,197.35182,72.0453,598.449
Malta,MLT,1998,515.53674,175.96509,197.21747,73.047264,599.10754
Malta,MLT,1999,514.9222,176.07472,197.13379,74.02022,598.9075
Malta,MLT,2000,514.4693,176.17062,197.1633,74.82537,598.8377
Malta,MLT,2001,512.9679,176.04518,197.134,75.712265,599.02527
Malta,MLT,2002,512.14325,176.01399,197.03378,76.56473,600.1651
Malta,MLT,2003,511.1588,175.87898,196.65059,77.31791,601.23334
Malta,MLT,2004,509.70517,175.72083,196.60211,77.969025,602.1594
Malta,MLT,2005,508.2949,175.71481,196.54709,78.74912,602.4236
Malta,MLT,2006,505.96457,175.78877,196.30014,79.274666,602.5224
Malta,MLT,2007,502.26883,175.73209,196.39522,79.76275,602.09656
Malta,MLT,2008,497.6486,175.6501,196.37738,80.23612,601.4818
Malta,MLT,2009,494.27832,175.52388,196.23697,80.62363,601.0075
Malta,MLT,2010,492.88165,175.6126,196.34943,81.1003,601.02295
Malta,MLT,2011,494.08765,175.72118,196.42004,81.64292,600.9994
Malta,MLT,2012,496.88943,175.74654,196.39528,82.286705,601.7498
Malta,MLT,2013,500.23727,176.09387,196.34552,83.05675,602.77264
Malta,MLT,2014,503.55112,176.29436,196.3881,84.02782,602.9879
Malta,MLT,2015,505.11002,176.38919,196.43921,84.946655,603.332
Malta,MLT,2016,504.1688,176.98886,196.09451,86.41136,600.2437
Malta,MLT,2017,503.82568,177.44305,196.11205,87.909096,597.0062
Malta,MLT,2018,510.93494,177.24329,196.07246,89.05987,596.74805
Malta,MLT,2019,525.511,176.87582,196.04474,90.18078,598.2675
Marshall Islands,MHL,1990,462.4002,174.33586,57.028908,16.476887,373.44998
Marshall Islands,MHL,1991,461.7978,174.90395,56.997215,16.556559,373.88684
Marshall Islands,MHL,1992,461.25885,175.187,56.97684,16.650629,374.48737
Marshall Islands,MHL,1993,460.53513,175.4525,57.021847,16.697481,375.082
Marshall Islands,MHL,1994,459.81436,175.93616,56.88932,16.813837,375.36304
Marshall Islands,MHL,1995,459.19724,176.08348,56.886406,16.802927,375.43787
Marshall Islands,MHL,1996,458.3148,175.62059,57.00748,16.7373,375.16415
Marshall Islands,MHL,1997,457.48895,174.98325,56.87296,16.669682,375.59653
Marshall Islands,MHL,1998,456.4496,174.19595,56.983036,16.561546,376.024
Marshall Islands,MHL,1999,455.4559,173.4432,56.859665,16.45338,376.0722
Marshall Islands,MHL,2000,454.65942,173.05753,56.90027,16.425898,376.29614
Marshall Islands,MHL,2001,454.09778,173.3948,56.834995,16.465223,375.55807
Marshall Islands,MHL,2002,453.29562,173.88377,56.950188,16.502985,374.77936
Marshall Islands,MHL,2003,452.61276,174.57607,56.922726,16.503365,373.7935
Marshall Islands,MHL,2004,451.8041,175.04163,56.921318,16.59318,372.76385
Marshall Islands,MHL,2005,451.1949,175.10663,56.873695,16.657364,372.49164
Marshall Islands,MHL,2006,450.0273,175.15112,56.935036,16.696955,372.6365
Marshall Islands,MHL,2007,448.3058,174.80244,56.779125,16.723558,373.68857
Marshall Islands,MHL,2008,446.30707,174.43529,56.89643,16.775135,375.3374
Marshall Islands,MHL,2009,444.42126,174.38533,56.977936,16.860033,376.6498
Marshall Islands,MHL,2010,443.295,174.13947,56.861893,16.893627,377.65793
Marshall Islands,MHL,2011,442.99017,173.85358,56.834164,16.989326,378.37665
Marshall Islands,MHL,2012,442.37003,173.86494,56.852875,17.11988,379.19977
Marshall Islands,MHL,2013,441.82904,174.22859,56.943203,17.23046,379.76132
Marshall Islands,MHL,2014,441.25827,174.11769,56.831814,17.324274,380.61975
Marshall Islands,MHL,2015,440.97836,174.0066,56.889084,17.44379,381.1487
Marshall Islands,MHL,2016,441.25113,174.35406,56.8229,17.53871,380.32162
Marshall Islands,MHL,2017,441.27994,174.43936,56.891037,17.610489,379.54037
Marshall Islands,MHL,2018,442.03552,174.04013,56.83574,17.69835,379.99524
Marshall Islands,MHL,2019,442.73434,173.55695,56.823063,17.779163,381.21692
Mauritania,MRT,1990,630.5863,140.23174,120.419464,21.83079,261.98193
Mauritania,MRT,1991,629.0003,140.51875,120.20218,21.831806,261.85773
Mauritania,MRT,1992,627.17194,140.75316,120.31968,21.876621,261.8769
Mauritania,MRT,1993,625.68115,141.08528,120.43842,21.854185,261.53098
Mauritania,MRT,1994,623.6484,141.05962,120.45449,21.901539,261.75366
Mauritania,MRT,1995,621.98914,141.11409,120.43192,21.832249,261.71283
Mauritania,MRT,1996,619.83636,140.86122,120.25715,21.790861,261.57303
Mauritania,MRT,1997,616.5389,140.91312,120.23883,21.741455,261.5226
Mauritania,MRT,1998,613.11584,140.76486,120.25052,21.705057,261.4092
Mauritania,MRT,1999,609.9148,140.57443,120.370544,21.586403,261.59476
Mauritania,MRT,2000,607.5661,140.2712,120.486916,21.561346,261.5322
Mauritania,MRT,2001,605.0729,140.75331,120.58329,21.577248,261.2372
Mauritania,MRT,2002,602.10565,140.94514,120.59083,21.644777,261.95038
Mauritania,MRT,2003,599.54047,141.0701,120.596115,21.65048,262.22134
Mauritania,MRT,2004,597.10345,141.29272,120.66981,21.755363,262.53302
Mauritania,MRT,2005,595.1928,141.25209,120.65414,21.737146,262.4451
Mauritania,MRT,2006,593.38074,141.12462,120.56811,21.923523,262.38602
Mauritania,MRT,2007,591.1523,141.24211,120.77531,22.178982,262.14334
Mauritania,MRT,2008,589.34906,141.14209,120.64643,22.356773,261.99402
Mauritania,MRT,2009,587.7745,140.80457,120.53353,22.62765,261.8094
Mauritania,MRT,2010,587.2331,140.7044,120.61637,22.766699,261.78
Mauritania,MRT,2011,588.9358,141.04613,120.73802,23.034676,262.0282
Mauritania,MRT,2012,592.7702,141.00005,120.69565,23.207327,262.3747
Mauritania,MRT,2013,597.3589,141.30002,120.640114,23.433971,262.68823
Mauritania,MRT,2014,601.2888,141.29533,120.54877,23.67045,263.0777
Mauritania,MRT,2015,603.50433,141.47093,120.649506,23.88458,263.45676
Mauritania,MRT,2016,603.5656,141.42615,120.6244,24.12156,264.20688
Mauritania,MRT,2017,603.4048,142.02933,120.398445,24.304857,264.80316
Mauritania,MRT,2018,605.5791,141.96866,120.541985,24.344288,264.37027
Mauritania,MRT,2019,609.07904,142.08527,120.61855,24.365778,264.3778
Mauritius,MUS,1990,721.5348,188.36786,72.64251,21.93579,361.58182
Mauritius,MUS,1991,719.44995,189.1793,72.670616,22.285204,361.7689
Mauritius,MUS,1992,718.167,189.70503,72.59017,22.605007,362.37878
Mauritius,MUS,1993,717.36237,190.41023,72.70708,22.925968,362.75018
Mauritius,MUS,1994,717.0119,191.08209,72.52855,23.241268,362.85492
Mauritius,MUS,1995,717.37225,191.42387,72.70437,23.473396,363.37338
Mauritius,MUS,1996,721.55585,191.93707,72.618996,23.68499,363.63037
Mauritius,MUS,1997,731.13074,192.18755,72.53402,23.933138,363.8593
Mauritius,MUS,1998,742.4239,192.37358,72.60499,24.152145,364.16327
Mauritius,MUS,1999,751.4909,192.7018,72.69152,24.414854,364.28354
Mauritius,MUS,2000,753.5323,192.84529,72.6079,24.661877,364.236
Mauritius,MUS,2001,749.78644,192.73091,72.653435,24.836481,364.36835
Mauritius,MUS,2002,743.7493,193.0886,72.67039,24.95494,364.05814
Mauritius,MUS,2003,736.3986,193.05537,72.48973,25.19051,363.73907
Mauritius,MUS,2004,729.3402,193.11336,72.420685,25.392601,363.76968
Mauritius,MUS,2005,722.71826,193.18127,72.416016,25.553522,363.7204
Mauritius,MUS,2006,716.83136,193.09065,72.350075,25.80117,364.18137
Mauritius,MUS,2007,710.07135,193.16275,72.48746,25.985804,364.47775
Mauritius,MUS,2008,703.5547,193.42242,72.50618,26.242249,365.55975
Mauritius,MUS,2009,697.118,193.24246,72.50753,26.40393,366.3453
Mauritius,MUS,2010,691.1503,193.504,72.53217,26.680485,366.64725
Mauritius,MUS,2011,682.4438,193.99551,72.42041,26.881638,366.62607
Mauritius,MUS,2012,669.05963,194.52301,72.43736,27.211708,366.43735
Mauritius,MUS,2013,655.21936,195.67967,72.48887,27.611797,366.3252
Mauritius,MUS,2014,643.9881,196.447,72.48274,27.86273,365.5575
Mauritius,MUS,2015,638.96075,196.79274,72.481834,28.198593,365.16916
Mauritius,MUS,2016,637.8103,196.61172,72.51298,28.744131,363.41177
Mauritius,MUS,2017,637.02875,196.69992,72.61278,29.218426,362.31247
Mauritius,MUS,2018,637.1989,197.29929,72.62068,29.535866,362.15384
Mauritius,MUS,2019,636.81433,198.58032,72.519394,29.744638,362.9281
Mexico,MEX,1990,526.6436,179.84743,197.80304,48.113274,274.30203
Mexico,MEX,1991,529.997,180.08018,197.99203,48.529278,274.18396
Mexico,MEX,1992,533.24414,180.24562,198.24474,48.886414,274.3233
Mexico,MEX,1993,536.29236,180.34355,198.41505,49.170914,274.48056
Mexico,MEX,1994,538.9548,180.43726,198.51773,49.40755,274.79382
Mexico,MEX,1995,540.8646,180.53491,198.52997,49.510113,274.96838
Mexico,MEX,1996,542.71704,180.6247,198.58542,49.514458,278.69446
Mexico,MEX,1997,544.9327,180.6646,198.57576,49.524754,287.34674
Mexico,MEX,1998,547.18604,180.79578,198.53308,49.476963,298.46793
Mexico,MEX,1999,549.50085,180.89648,198.5092,49.573547,309.62582
Mexico,MEX,2000,551.7178,180.88951,198.47635,49.63163,318.05902
Mexico,MEX,2001,553.82806,180.88492,198.50822,49.73591,324.85742
Mexico,MEX,2002,556.20056,180.75536,198.45587,49.964855,332.15222
Mexico,MEX,2003,558.78784,180.65518,198.395,50.193447,338.97394
Mexico,MEX,2004,561.5931,180.64383,198.41087,50.383244,344.39713
Mexico,MEX,2005,564.4544,180.6524,198.37552,50.508987,347.44928
Mexico,MEX,2006,571.29144,180.65086,198.30731,50.589897,349.14386
Mexico,MEX,2007,583.52234,180.91788,198.2268,50.684006,350.63702
Mexico,MEX,2008,597.7831,181.0776,198.15094,50.797695,351.72253
Mexico,MEX,2009,610.59094,181.27681,198.06451,50.877518,352.22714
Mexico,MEX,2010,618.47925,181.40721,198.00885,50.922535,351.93372
Mexico,MEX,2011,622.4087,181.45041,197.98012,50.90453,349.78006
Mexico,MEX,2012,625.78827,181.58655,197.9498,50.836082,345.78293
